7113,7123,7133,7213,7313,7323,7343,7413,7423,7433,7443,7513,7523,7533,7543,7553,7563,7613,7623,7633,7643,7713,7723,7813,7823,7833,7843,7913,7923,7933,7943,7953,7963,7973,7983
7114,7124,7134,7214,7314,7324,7344,7414,7424,7434,7444,7514,7524,7534,7544,7554,7564,7614,7624,7634,7644,7714,7724,7814,7824,7834,7844,7914,7924,7934,7944,7954,7964,7974,7984
7115,7125,7135,7215,7315,7325,7345,7415,7425,7435,7445,7515,7525,7535,7545,7555,7565,7615,7625,7635,7645,7715,7725,7815,7825,7835,7845,7915,7925,7935,7945,7955,7965,7975,7985
7116,7126,7136,7216,7316,7326,7346,7416,7426,7436,7446,7516,7526,7536,7546,7556,7566,7616,7626,7636,7646,7716,7726,7816,7826,7836,7846,7916,7926,7936,7946,7956,7966,7976,7986
8110,8120,8130,8210,8310,8320,8340,8410,8420,8430,8440,8510,8520,8530,8540,8550,8560,8610,8620,8630,8640,8710,8720,8810,8820,8830,8840,8910,8920,8930,8940,8950,8960,8970,8980
8111,8121,8131,8211,8311,8321,8341,8411,8421,8431,8441,8511,8521,8531,8541,8551,8561,8611,8621,8631,8641,8711,8721,8811,8821,8831,8841,8911,8921,8931,8941,8951,8961,8971,8981
8112,8122,8132,8212,8312,8322,8342,8412,8422,8432,8442,8512,8522,8532,8542,8552,8562,8612,8622,8632,8642,8712,8722,8812,8822,8832,8842,8912,8922,8932,8942,8952,8962,8972,8982
8113,8123,8133,8213,8313,8323,8343,8413,8423,8433,8443,8513,8523,8533,8543,8553,8563,8613,8623,8633,8643,8713,8723,8813,8823,8833,8843,8913,8923,8933,8943,8953,8963,8973,8983
8114,8124,8134,8214,8314,8324,8344,8414,8424,8434,8444,8514,8524,8534,8544,8554,8564,8614,8624,8634,8644,8714,8724,8814,8824,8834,8844,8914,8924,8934,8944,8954,8964,8974,8984
8115,8125,8135,8215,8315,8325,8345,8415,8425,8435,8445,8515,8525,8535,8545,8555,8565,8615,8625,8635,8645,8715,8725,8815,8825,8835,8845,8915,8925,8935,8945,8955,8965,8975,8985
8116,8126,8136,8216,8316,8326,8346,8416,8426,8436,8446,8516,8526,8536,8546,8556,8566,8616,8626,8636,8646,8716,8726,8816,8826,8836,8846,8916,8926,8936,8946,8956,8966,8976,8986
9110,9120,9130,9210,9310,9320,9340,9410,9420,9430,9440,9510,9520,9530,9540,9550,9560,9610,9620,9630,9640,9710,9720,9810,9820,9830,9840,9910,9920,9930,9940,9950,9960,9970,9980
9111,9121,9131,9211,9311,9321,9341,9411,9421,9431,9441,9511,9521,9531,9541,9551,9561,9611,9621,9631,9641,9711,9721,9811,9821,9831,9841,9911,9921,9931,9941,9951,9961,9971,9981
9112,9122,9132,9212,9312,9322,9342,9412,9422,9432,9442,9512,9522,9532,9542,9552,9562,9612,9622,9632,9642,9712,9722,9812,9822,9832,9842,9912,9922,9932,9942,9952,9962,9972,9982
9113,9123,9133,9213,9313,9323,9343,9413,9423,9433,9443,9513,9523,9533,9543,9553,9563,9613,9623,9633,9643,9713,9723,9813,9823,9833,9843,9913,9923,9933,9943,9953,9963,9973,9983
9114,9124,9134,9214,9314,9324,9344,9414,9424,9434,9444,9514,9524,9534,9544,9554,9564,9614,9624,9634,9644,9714,9724,9814,9824,9834,9844,9914,9924,9934,9944,9954,9964,9974,9984
9115,9125,9135,9215,9315,9325,9345,9415,9425,9435,9445,9515,9525,9535,9545,9555,9565,9615,9625,9635,9645,9715,9725,9815,9825,9835,9845,9915,9925,9935,9945,9955,9965,9975,9985
9116,9126,9136,9216,9316,9326,9346,9416,9426,9436,9446,9516,9526,9536,9546,9556,9566,9616,9626,9636,9646,9716,9726,9816,9826,9836,9846,9916,9926,9936,9946,9956,9966,9976,9986
